Url,Designer,Bag name,Type,Gender,Hardware,Material Types,Colors,Feet (bottom of bag),Exterior brand markings,Top Handle,Collection name,Years in product,Height (in),Width (in),Length (in),Depth (in),Handle Length,Fits popular devices,Material subtypes,Size (brand's name of size),Photos,Interior material,Exterior material,Shoulder Strap,Handle Drop,Includes,Product Description,Ref number,Suggested retail,Height (cm),Width (cm),Length (cm),Depth (cm),Long handle,Closure type,Exterior pockets,Interior organization,Made in country
https://www.theluxurycloset.com/women/hermes-blue-epsom-leather-palladium-hardware-birkin-30-bag-p502956,Hermes,Hermes Blue Epsom Leather Palladium Hardware Birkin 30 Bag,,Women,Silver Tone,,Blue,,,,,,8.661,5.709,11.811,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p502956-005.jpg",,Epsom Leather,,34 cm,"Clochette, Key, Padlock","Hermes's celebrated refined, sophisticated codes are clearly evident in this alluring Birkin bag. Crafted from Epsom leather, this eye-catching blue bag is detailed with silver Palladium hardware, dual top handles and a fold-over flap that can be secured with a lock-and-key fastening. Own this coveted bag to experience luxury and elegance in everyday life.",502956,0,22 cm,14.5 cm,30 cm,,,,,,
https://www.theluxurycloset.com/women/chanel-beige-quilted-leather-mademoiselle-lock-shoulder-bag-p476451,Chanel,Chanel Beige Quilted Leather Mademoiselle Lock Shoulder Bag,,Women,Silver Tone,,Cream,,,,,,5.906,5.118,10.827,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p476451-012.jpg",Fabric,Quilted Leather,23 cm,,The Luxury Closet Packaging,"If you ever need to make a timeless and luxurious Chanel purchase then this stunning bag is sure to complete all your luxury dreams. Crafted in leather, this bag comes with signature quilt detailing and a vertical Mademoiselle lock closure on the front flap along with a chain and leather handle. The interior is fabric-lined and will hold your necessities with ease.",476451,0,15 cm,13 cm,27.5 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-mango-monogram-vernis-thompson-street-bag-p850,Louis Vuitton,Louis Vuitton Mango Monogram Vernis Thompson Street Bag,,Women,,,Yellow,,,,,,7.677,3.15,10.433,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132128-016.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132149-022.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132131-017.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132139-019.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132135-018.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132081-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132093-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132098-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132103-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132113-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132108-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132119-014.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132072-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132043-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132068-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132062-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132054-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132142-020.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132076-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132086-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p850-1606132125-015.jpg","Leather, Leather","Patent leather, Patent leather",,"31 cm, 31 cm",The Luxury Closet Packaging,"This Louis Vuitton Thompson Street Shoulder bag is elegant and practical\! Crafted from classic monogram Vernis leather, this flap bag is adorned with gold-tone hardware and a leather trim. It features a comfortable beige leather shoulder strap and magnetic flap closure. Its interior is lined with leather and features a patch pocket for added convenience.",850,0,19.5 cm,8 cm,26.5 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-cream-suhali-leather-le-majestueux-bag-p474529,Louis Vuitton,Louis Vuitton Cream Suhali Leather Le Majestueux Bag,,Women,Gold Tone,,Cream,,,,,2008,12.598,5.512,12.992,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-016.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p474529-004.jpg",Nylon,Leather,,19 cm,The Luxury Closet Packaging,"Sleek and chic, this LV tote in classic black is part of the Suhali collection. Made from quality leather, this bag is accented with smooth leather accents at the corners and gold-tone buckled straps. This practical bag has two handles and is lined with durable nylon. The interior houses patch pockets and one zipped pocket. Grab this beauty now\!",474529,0,32 cm,14 cm,33 cm,,,,,,France
https://www.theluxurycloset.com/women/chanel-black-quilted-caviar-leather-maxi-classic-double-flap-bag-p502684,Chanel,Chanel Black Quilted Caviar Leather Maxi Classic Double Flap Bag,,Women,Gold Tone,,Black,,,,,2014,9.252,3.543,12.992,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p502684-007.jpg",Leather,Leather,51-30 cm,,"Original Dustbag, Authenticity Card, Info Booklet","Chanel's Flap bags are iconic and monumental in the history of fashion. This classic double flap bag is a buy that is worth every bit of your splurge. Exquisitely crafted from leather, the bag features signature quilts all over the exterior. It has a lovely chain-link strap along with the iconic CC twist lock closure in silver-tone metal. The leather-lined interior has enough space to hold your essentials and the bag profiles a back pocket as well.",502684,9320,23.5 cm,9 cm,33 cm,,,,,,Italy
https://www.theluxurycloset.com/women/chanel-black-caviar-leather-tote-bag-p489658,Chanel,Chanel Black Caviar Leather Tote Bag,,Women,Gold Tone,,Black,,,,,,8.268,2.953,11.024,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p489658-007.jpg",,Caviar Leather,,,"Dust bag, Guarantee card","You will love this charming and fun piece from Chanel\! Designed to perfection, this black Caviar leather tote bag looks trendy and elegant. This contemporary bag with remarkable features is an impeccable pick of the season.",489658,0,21 cm,7.5 cm,28 cm,,,,,,
https://www.theluxurycloset.com/women/chanel-metallic-grey-quilted-leather-perforated-classic-single-flap-bag-p570750,Chanel,Chanel Metallic Grey Quilted Leather Perforated Classic Single Flap Bag,,Women,Silver Tone,,Grey,,,,,2014 - 2015,4.724,2.559,7.874,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p570750-006.jpg",Leather,Leather,58 cm,,"Info Booklet, Original Box","We are in utter awe of this flap bag from Chanel as it is appealing in a surreal way. Exquisitely crafted from perforated leather in their quilt design, it bears their signature label on the leather interior and the iconic CC turn-lock on the flap. The piece has silver-tone hardware, and a lovely chain link just so you can easily parade it. This Classic flap bag is a coveted piece, so cease the wait and make this luxurious bag yours today.",570750,0,12 cm,6.5 cm,20 cm,,,,,,France
https://www.theluxurycloset.com/women/chanel-black-leather-shoulder-flap-bag-p550350,Chanel,Chanel Black Leather Shoulder Flap Bag,,Women,Gold Tone,,Black,,,,,,3.937,2.559,7.48,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p550350-011.jpg",,Leather,110 cm,,The Luxury Closet Packaging,"Designed to last, this astonishing bag from Chanel can elevate the look of your wardrobe. Carry this black bag to your next event for a statement-making impression. Designed from high-quality leather, this bag is known for better comfort and durability.",550350,0,10 cm,6.5 cm,19 cm,,,,,,
https://www.theluxurycloset.com/women/chanel-metallic-rose-quilted-leather-mini-rectangle-classic-single-flap-bag-p558488,Chanel,Chanel Metallic Rose Quilted Leather Mini Rectangle Classic Single Flap Bag,,Women,Silver Tone,,Pink,,,,,2017-2018,4.921,2.362,7.874,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-014.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p558488-011.jpg",Leather,Leather,57 cm,,"Original Dustbag, Original Box, Authenticity Card, Info Booklet","We're bringing Chanel's iconic Classic Flap bag to your closet with this creation. Beautifully crafted from leather, it bears the iconic quilt on the exterior, the signature label within the leather interior, and the iconic CC turn-lock on the flap. The piece has silver-tone hardware, and a lovely chain link just so you can easily parade it. This Mini Rectangle Classic Single Flap bag is a coveted piece you will treasure.",558488,4475,12.5 cm,6 cm,20 cm,,,,,,Italy
https://www.theluxurycloset.com/women/chanel-silver-quilted-leather-reissue-255-classic-226-flap-bag-p457788,Chanel,Chanel Silver Quilted Leather Reissue 2.55 Classic 226 Flap Bag,,Women,Silver Tone,,Silver,,,,,2006 to 2008,7.087,3.346,11.024,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p457788-004.jpg",Leather,Foil Leather,28 cm,,The Luxury Closet Packaging,"Chanel's Flap Bags are iconic and noteworthy in the history of fashion. Hence, this Reissue 2.55 Classic 226 is a buy that is worth every bit of your splurge. Exquisitely crafted from silver foil leather, it bears their signature quilt pattern and the iconic Mademoiselle lock on the flap. The piece has silver-tone hardware, and a lovely chain link just so you can easily parade it. This bag is the ultimate, classic day-to-night handbag and even today, it is eyed by women worldwide.",457788,8120,18 cm,8.5 cm,28 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-damier-ebene-canvas-and-leather-hampstead-gm-bag-p493673,Louis Vuitton,Louis Vuitton Damier Ebene Canvas and Leather Hampstead GM Bag,,Women,Gold Tone,,Brown,,,,,2007,13.386,7.874,14.173,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-1631506583-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p493673-003.jpg",Alcantara,"Coated Canvas, Leather",,22 cm,Original Dustbag,"Handbags from Louis Vuitton enjoy widespread popularity owing to their high style and functionality. This Hampstead bag, is no exception. Crafted from their signature Damier Ebene canvas and leather, the bag comes with two flat top handles and a hook clasp that opens to reveal an Alcantara lined interior with enough space to carry your necessities wherever you go.",493673,1530,34 cm,20 cm,36 cm,,,,,,France
https://www.theluxurycloset.com/women/hermes-black-calf-leather-gold-hardware-birkin-30-bag-p489462,Hermes,Hermes Black Calf Leather Gold Hardware Birkin 30 Bag,,Women,Gold Tone,,Black,,,,,,8.661,5.906,11.811,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-new-handbags-p489462-008.jpg",,Leather,,,"Box, Clochette, Dust bag, Key, Padlock, Rain cover","The Hermès Birkin is rightly one of the most desired handbags in the world. Handcrafted from the highest quality of leather by skilled artisans, it takes long hours of rigorous effort to stitch a Birkin together. Crafted in France from Evercalf leather, the bag features dual-rolled handles and a padlock with its keys within a clochette. The bag comes with gold-plated hardware and has a spacious leather-lined interior that will hold all your belongings. Durable and resistant to wear, the Birkin's value is bound to last many years\!",489462,0,22cm,15cm,30cm,,,,,,France
