Url,Designer,Bag name,Type,Gender,Hardware,Material Types,Colors,Feet (bottom of bag),Exterior brand markings,Top Handle,Collection name,Years in product,Height (in),Width (in),Length (in),Depth (in),Handle Length,Fits popular devices,Material subtypes,Size (brand's name of size),Photos,Interior material,Exterior material,Shoulder Strap,Handle Drop,Includes,Product Description,Ref number,Suggested retail,Height (cm),Width (cm),Length (cm),Depth (cm),Long handle,Closure type,Exterior pockets,Interior organization,Made in country
https://www.theluxurycloset.com/women/hermès-vert-vertigo-epsom-birkin-35-bag-p423921,Hermes,Hermès Vert Vertigo Epsom Birkin 35 Bag,,Women,Gold Tone,,Green,,,,,2018,11.024,7.087,13.78,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-002.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-003.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-001.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-007.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-004.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-008.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-009.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-010.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-005.JPG, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p423921-006.JPG",Leather,Epsom Leather,,10 cm,"Box, Dust bag, Key, Clochette, Raincoat, Info booklet, Original receipt.","The iconic Birkin is timeless, limited, and a coveted work of art. Add the icon to your closet with this Birkin 35. Crafted in France from Epsom leather, the bag features dual top handles and a padlock with its keys within the clochette. The bag comes with gold hardware and a spacious leather-lined interior to hold all your belongings. Durable and resistant to wear, the Birkin is an investment made to last.",423921,0,28 cm,18 cm,35 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-monogram-canvas-keepall-bandouliere-50-bag-p491797,Louis Vuitton,Louis Vuitton Monogram Canvas Keepall Bandouliere 50 Bag,,Women,Gold Tone,,Brown,,,,,1997,11.811,8.661,19.685,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-018.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-014.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-015.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-016.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-017.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p491797-012.jpg",Canvas,"Coated Canvas, Leather",,11 cm,"The Luxury Closet Packaging, Detachable Strap, Padlock & Keys","Fashion lovers naturally like to travel in style and at such times only the best travel handbag will do. That's why it is wise to opt for this Keepall as it is well-crafted from Monogram canvas & leather to endure and well-designed to grace you with style. It flaunts a design with fine stitching, gold-tone hardware, and a spacious canvas interior. The functional bag comes with two top handles to give you an easy carrying experience.",491797,2125,30 cm,22 cm,50 cm,,,,,,France
https://www.theluxurycloset.com/women/chanel-brown-quilted-patent-leather-boy-wallet-p456249,Chanel,Chanel Brown Quilted Patent Leather Boy Wallet,,Women,Gold Tone,,Brown,,,,,2015 - 2016,4.134,0.591,4.528,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p456249-006.jpg",Fabric,Patent Leather,,,The Luxury Closet Packaging,"Chanel's Boy wallet is crafted from patent leather and it flaunts the everlasting quilted pattern all over and the iconic Boy CC logo in gold-tone on the front. Styled as a trifold, the wallet has multiple slots and a main compartment to neatly hold your essentials. This brown wallet from Chanel will fit into all your flap bags.",456249,1000,10.5 cm,1.5 cm,11.5 cm,,,,,,Italy
https://www.theluxurycloset.com/women/hermes-orange-taurillon-clemence-leather-evelyne-iii-pm-bag-p572972,Hermes,Hermes Orange Taurillon Clemence Leather Evelyne III PM Bag,,Women,Silver Tone,,Orange,,,,,2011,10.63,3.15,11.024,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-014.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-015.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572972-009.jpg",Unlined,Leather,50 cm (Adjustable),,"The Luxury Closet Packaging, Strap","The Evelyne is another investment-worthy bag from Hermès. This one here in the PM size is crafted from Taurillon Clemence leather and detailed with the signature elements of the leather tab closure, the saddle-like shape, and the perforated H on the front. The bag is made ready with a lined interior for your essentials and a shoulder strap that allows you to use it as a crossbody",572972,0,27 cm,8 cm,28 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-green-epi-leather-cartouchiere-mm-bag-p584020,Louis Vuitton,Louis Vuitton Green Epi Leather Cartouchiere MM Bag,,Women,,,Green,,,,,,7.087,3.15,8.268,,,,,237,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584020-005.jpg",,Calf Leather,,49 cm,The Luxury Closet Packaging,"Well known for their contemporary designs and fine build, Louis Vuitton bag are at the top of every woman wardrobe. A first-class pick for everyday use or special events this pleasing green bag is true to its existence. Channel your love for luxurious styles with this Epi Leather bag.",584020,1310,18 cm,8 cm,21 cm,,,,,,
https://www.theluxurycloset.com/women/louis-vuitton-brown-monogram-canvas-ellipse-mm-bag-p584002,Louis Vuitton,Louis Vuitton Brown Monogram Canvas Ellipse MM Bag,,Women,Gold Tone,,Brown,,,,,,11.417,2.638,14.173,,,,,236,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p584002-007.jpg",,Coated Canvas,,,The Luxury Closet Packaging,"The house of Louis Vuitton has exclusively crafted this elegant bag for you. The striking design of this brown bag brings a usual finish to your general look. Made from a Monogram Canvas body, this bag can effortlessly be fashioned with both off-duty and formal looks.",584002,1530,29 cm,6.7 cm,36 cm,,,,,,
https://www.theluxurycloset.com/women/hermes-orange-leather-sac-a-depeches-briefcase-p572010,Hermes,Hermes Orange Leather Sac a Depeches Briefcase,,Women,Gold Tone,,Orange,,,,,,11.811,3.937,11.811,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572010-006.jpeg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572010-001.jpeg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572010-002.jpeg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572010-003.jpeg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572010-005.jpeg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-hermes-used-handbags-p572010-004.jpeg",,Leather,,,The Luxury Closet Packaging,"Famous for its excellent designs, this handbag from Hermes is just what you need. Every fashion connoisseur needs a orange bag just like this one to lend an urban-chic look. Designed with the prime Leather, this bag is an excellent adornment to play up your style quotient this season.",572010,0,30 cm,10 cm,30 cm,,,,,,
https://www.theluxurycloset.com/women/louis-vuitton-monogram-canvas-looping-gm-bag-p577885,Louis Vuitton,Louis Vuitton Monogram Canvas Looping GM Bag,,Women,Gold Tone,,Brown,,,,,,12.992,4.724,11.811,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p577885-005.jpg",,"Canvas, Leather, Vachetta Leather",,26 cm,The Luxury Closet Packaging,"Designed to last, this astonishing bag from Louis Vuitton can elevate the look of your wardrobe. Carry this cool brown bag to finish your laid-back everyday look. This opulent and multipurpose Monogram Canvas bag would go perfectly for any of your occasions.",577885,0,33 cm,12 cm,30 cm,,,,,,
https://www.theluxurycloset.com/women/louis-vuitton-monogram-canvas-sarah-wallet-p557818,Louis Vuitton,Louis Vuitton Monogram Canvas Sarah Wallet,,Women,Gold Tone,,Brown,,,,,,3.937,0.787,7.48,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p557818-008.jpg",Leather,Coated Canvas,,,The Luxury Closet Packaging,"One of the most famous wallets by Louis Vuitton is the Sarah. This one here comes made from Monogram canvas and the button on the flap opens to an interior with multiple card slots and a zip pocket. Perfect in size, this wallet can easily fit inside your LV totes.",557818,720,10 cm,2 cm,19 cm,,,,,,France
https://www.theluxurycloset.com/women/chanel-leather-beige-quilted-leather-flap-shoulder-bag-p555308,Chanel,Chanel Leather Beige Quilted Leather Flap Shoulder Bag,,Women,Silver Tone,,Beige,,,,,,7.874,5.512,12.205,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p555308-006.jpg",Fabric,Leather,50 cm adjustable,,The Luxury Closet Packaging,This shoulder bag from Chanel has been meticulously crafted from quilted leather and the front flap opens to reveal a fabric-lined interior to hold all your essentials. This piece totally deserves a place in your closet.,555308,5920,20 cm,14 cm,31 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-amarante-monogram-vernis-brea-gm-bag-p484050,Louis Vuitton,Louis Vuitton Amarante Monogram Vernis Brea GM Bag,,Women,Gold Tone,,Burgundy,,,,,2011,10.63,5.512,14.567,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-014.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p484050-011.jpg",Fabric,Patent Leather,,11 cm,"Original Dustbag,Original Dust Cloth,Info Booklet,Shoulder Strap","The feminine shape of Louis Vuitton's Brea is inspired by the doctor's bag. Crafted from Monogram Vernis, the bag has a perfect finish. The fabric interior is spacious and it is secured by a zipper. The bag features double handles, protective metal feet at the bottom, and gold-tone hardware. Simple and classic, this bag is perfect for daily use.",484050,3125,27 cm,14 cm,37 cm,,,,,,France
https://www.theluxurycloset.com/women/louis-vuitton-monogram-canvas-insolite-wallet-p503328,Louis Vuitton,Louis Vuitton Monogram Canvas Insolite Wallet,,Women,Gold Tone,,Brown,,,,,2010,4.134,0.787,8.268,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p503328-007.jpg",Leather and Fabric,Coated Canvas,,,The Luxury Closet Packaging,"The Insolite wallet by Louis Vuitton is packed with utility and luxurious appeal. Crafted in Spain, this LV wallet has a monogram canvas exterior and snap buttons that reveal multiple slots and zipped compartments.",503328,755,10.5 cm,2 cm,21 cm,,,,,,Spain
https://www.theluxurycloset.com/women/louis-vuitton-black-epi-leather-pegase-50-luggage-p466750,Louis Vuitton,Louis Vuitton Black Epi Leather Pegase 50 Luggage,,Women,Silver Tone,,Black,,,,,2012,19.685,7.48,15.354,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-012.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-013.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-014.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-008.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-011.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-015.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p466750-006.jpg",Nylon,Epi Leather,,2.5 cm,"Original Dustbag, Cover","Say hello to your new traveling partner from Louis Vuitton. The exterior has been crafted from Epi leather while the spacious interior is lined with nylon. Equipped with a zip compartment at the front, sturdy handles, two wheels, and a telescopic cane, this luggage bag is perfectly sized to carry your essentials while you go out traveling. The case is functional and reliable.",466750,4725,50 cm,19 cm,39 cm,,,,,,France
https://www.theluxurycloset.com/women/chanel-metallic-burgundy-quilted-calfskin-reissue-255-227-double-flap-bag-p572564,Chanel,Chanel Metallic Burgundy Quilted Calfskin Reissue 2.55 227 Double Flap Bag,,Women,,,Burgundy,,,,,,3.15,1.378,4.724,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-chanel-used-handbags-p572564-001.jpg",,"Calf Leather, Quilted Leather",19 Inches,11 Inches,The Luxury Closet Packaging,Chanel handbags are every fashionista's dream come true. Casually sling this Metallic Burgundy tote bag to flaunt your in-vogue designing choices. This Calfskin Leather bag is fabulously built and extremely alluring.,572564,0,8 Inches,3.5 Inches,12 Inches,,,,,,
https://www.theluxurycloset.com/women/louis-vuitton-orange-monogram-vernis-sarah-wallet-p411588,Louis Vuitton,Louis Vuitton Orange Monogram Vernis Sarah Wallet,,Women,Silver Tone,,Orange,,,,,,3.937,1.181,7.48,,,,,,"https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-004.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-001.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-006.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-007.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-005.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-010.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-002.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-003.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-009.jpg, https://cdn.theluxurycloset.com/uploads/opt/products/full/luxury-women-louis-vuitton-used-handbags-p411588-008.jpg",Leather,Patent Leather,,,"Original Box, Info Booklet","One of the most famous wallets by Louis Vuitton is the Sarah. This one here comes made from monogram Vernis and the button on the flap opens to an interior with multiple card slots and a zip pocket. Perfect in size, this wallet can easily fit inside your LV totes.",411588,955,10 cm,3 cm,19 cm,,,,,,France
